Date,No of Trans,Max,Min,Close,Volume
2016-05-05,102.0,872.0,860.0,870.0,23434.0
2016-05-08,113.0,885.0,875.0,885.0,29342.0
2016-05-09,125.0,894.0,885.0,888.0,26576.0
2016-05-10,119.0,893.0,882.0,885.0,27435.0
2016-05-11,84.0,886.0,870.0,873.0,17532.0
2016-05-12,44.0,882.0,870.0,870.0,7665.0
2016-05-15,95.0,882.0,872.0,879.0,35530.0
2016-05-16,126.0,890.0,876.0,888.0,38420.0
2016-05-17,186.0,906.0,889.0,905.0,43727.0
2016-05-18,160.0,910.0,900.0,907.0,47282.0
2016-05-19,130.0,920.0,907.0,907.0,30280.0
2016-05-22,123.0,910.0,900.0,903.0,29932.0
2016-05-23,105.0,904.0,886.0,900.0,26762.0
2016-05-24,181.0,925.0,904.0,914.0,67226.0
2016-05-25,200.0,915.0,880.0,900.0,58282.0
2016-05-26,140.0,910.0,880.0,901.0,66457.0
2016-05-29,132.0,919.0,895.0,915.0,37726.0
2016-05-30,383.0,945.0,926.0,929.0,112058.0
2016-05-31,382.0,940.0,925.0,929.0,82997.0
2016-06-01,313.0,931.0,905.0,914.0,113062.0
2016-06-02,478.0,924.0,905.0,915.0,108445.0
2016-06-05,698.0,915.0,900.0,900.0,155289.0
2016-06-06,1055.0,932.0,903.0,929.0,264011.0
2016-06-07,531.0,705.0,666.0,692.0,154894.0
2016-06-08,187.0,697.0,677.0,684.0,44912.0
2016-06-09,113.0,692.0,670.0,670.0,23620.0
2016-06-12,127.0,679.0,661.0,667.0,30135.0
2016-06-13,103.0,684.0,665.0,670.0,35679.0
2016-06-14,103.0,675.0,665.0,671.0,29636.0
2016-06-15,81.0,681.0,666.0,676.0,24938.0
2016-06-16,89.0,688.0,675.0,688.0,34519.0
2016-06-19,81.0,685.0,670.0,675.0,20283.0
2016-06-20,84.0,680.0,665.0,666.0,20214.0
2016-06-21,83.0,674.0,665.0,674.0,24566.0
2016-06-22,94.0,700.0,674.0,688.0,21981.0
2016-06-23,104.0,695.0,686.0,687.0,18538.0
2016-06-26,98.0,700.0,689.0,691.0,29130.0
2016-06-27,139.0,732.0,700.0,732.0,38673.0
2016-06-28,214.0,790.0,740.0,768.0,54704.0
2016-06-29,164.0,788.0,760.0,764.0,40054.0
2016-06-30,151.0,763.0,736.0,760.0,35803.0
2016-07-03,99.0,765.0,740.0,746.0,19725.0
2016-07-04,95.0,746.0,740.0,740.0,18770.0
2016-07-05,135.0,745.0,730.0,740.0,44626.0
2016-07-06,105.0,750.0,737.0,738.0,25042.0
2016-07-10,101.0,750.0,741.0,743.0,22920.0
2016-07-11,92.0,755.0,735.0,744.0,23701.0
2016-07-12,92.0,750.0,717.0,738.0,20533.0
2016-07-13,125.0,741.0,720.0,733.0,32965.0
2016-07-14,63.0,768.0,740.0,750.0,15979.0
2016-07-17,148.0,780.0,747.0,770.0,38557.0
2016-07-18,183.0,805.0,770.0,795.0,44432.0
2016-07-19,171.0,825.0,795.0,796.0,37986.0
2016-07-20,141.0,820.0,760.0,793.0,26928.0
2016-07-21,80.0,793.0,775.0,790.0,16467.0
2016-07-25,240.0,816.0,797.0,801.0,68307.0
2016-07-26,245.0,835.0,802.0,829.0,74274.0
2016-07-27,196.0,850.0,825.0,827.0,44349.0
2016-07-28,168.0,827.0,800.0,810.0,43023.0
2016-07-31,110.0,810.0,786.0,793.0,22010.0
2016-08-01,95.0,800.0,775.0,794.0,17861.0
2016-08-02,80.0,790.0,775.0,780.0,20620.0
2016-08-03,127.0,785.0,760.0,775.0,31366.0
2016-08-04,169.0,780.0,750.0,765.0,33030.0
2016-08-07,158.0,804.0,765.0,775.0,39757.0
2016-08-08,142.0,766.0,721.0,725.0,31621.0
2016-08-09,8.0,797.0,739.0,797.0,3240.0
2016-08-10,247.0,825.0,750.0,784.0,58506.0
2016-08-11,106.0,785.0,769.0,772.0,20067.0
2016-08-14,124.0,770.0,751.0,753.0,32294.0
2016-08-15,133.0,753.0,710.0,740.0,27312.0
2016-08-16,102.0,759.0,729.0,750.0,21615.0
2016-08-17,130.0,760.0,740.0,748.0,26135.0
2016-08-21,69.0,767.0,744.0,750.0,11996.0
2016-08-22,91.0,750.0,730.0,730.0,25087.0
2016-08-23,101.0,750.0,725.0,740.0,20350.0
2016-08-24,83.0,750.0,731.0,750.0,14439.0
2016-08-28,99.0,756.0,726.0,753.0,18740.0
2016-08-29,132.0,791.0,750.0,780.0,24240.0
2016-08-30,226.0,805.0,786.0,796.0,49879.0
2016-08-31,207.0,805.0,791.0,800.0,46408.0
2016-09-01,153.0,830.0,806.0,808.0,31171.0
2016-09-04,189.0,820.0,800.0,804.0,40774.0
2016-09-05,169.0,805.0,795.0,800.0,32554.0
2016-09-06,199.0,810.0,790.0,799.0,43329.0
2016-09-07,217.0,795.0,760.0,769.0,43594.0
2016-09-08,143.0,771.0,754.0,760.0,31958.0
2016-09-11,128.0,760.0,745.0,749.0,28053.0
2016-09-12,123.0,795.0,748.0,785.0,30325.0
2016-09-14,104.0,786.0,764.0,775.0,25627.0
2016-09-18,75.0,775.0,760.0,765.0,11813.0
2016-09-20,84.0,770.0,741.0,745.0,17819.0
2016-09-21,224.0,772.0,739.0,759.0,51404.0
2016-09-22,224.0,769.0,745.0,748.0,58587.0
2016-09-25,174.0,745.0,732.0,741.0,29738.0
2016-09-26,161.0,750.0,729.0,749.0,40083.0
2016-09-27,167.0,770.0,755.0,756.0,25836.0
2016-09-28,382.0,771.0,750.0,757.0,66180.0
2016-09-29,69.0,655.0,640.0,649.0,8731.0
2016-10-02,45.0,650.0,640.0,641.0,13974.0
2016-10-03,54.0,661.0,645.0,658.0,9380.0
2016-10-04,60.0,673.0,660.0,670.0,12455.0
2016-10-05,66.0,675.0,660.0,667.0,13488.0
2016-10-06,111.0,676.0,663.0,672.0,27462.0
2016-10-16,113.0,665.0,648.0,652.0,21867.0
2016-10-17,102.0,650.0,636.0,642.0,18690.0
2016-10-18,123.0,647.0,635.0,639.0,26794.0
2016-10-19,130.0,642.0,629.0,629.0,34182.0
2016-10-20,133.0,635.0,626.0,626.0,29873.0
2016-10-23,139.0,635.0,620.0,620.0,28532.0
2016-10-24,144.0,622.0,611.0,611.0,29977.0
2016-10-25,143.0,628.0,600.0,617.0,41704.0
2016-10-26,113.0,620.0,609.0,618.0,22066.0
2016-10-27,128.0,630.0,620.0,625.0,23147.0
2016-11-03,52.0,630.0,615.0,626.0,11009.0
2016-11-07,87.0,622.0,610.0,620.0,15651.0
2016-11-08,112.0,619.0,600.0,608.0,25165.0
2016-11-09,131.0,611.0,595.0,600.0,27261.0
2016-11-10,167.0,611.0,599.0,605.0,28344.0
2016-11-13,91.0,610.0,584.0,601.0,19829.0
2016-11-14,128.0,609.0,598.0,605.0,25421.0
2016-11-15,131.0,607.0,600.0,601.0,23608.0
2016-11-16,90.0,605.0,593.0,597.0,20274.0
2016-11-17,124.0,594.0,575.0,580.0,20780.0
2016-11-20,130.0,583.0,540.0,565.0,30690.0
2016-11-21,133.0,579.0,549.0,568.0,21860.0
2016-11-22,180.0,570.0,528.0,560.0,32813.0
2016-11-23,158.0,560.0,540.0,547.0,27871.0
2016-11-24,178.0,575.0,538.0,549.0,35476.0
2016-11-27,202.0,550.0,527.0,530.0,34542.0
2016-11-28,187.0,558.0,500.0,552.0,33714.0
2016-11-29,229.0,575.0,516.0,572.0,34912.0
2016-11-30,228.0,594.0,566.0,592.0,41422.0
2016-12-01,229.0,605.0,579.0,588.0,42758.0
2016-12-04,114.0,580.0,564.0,567.0,19292.0
2016-12-05,107.0,567.0,550.0,553.0,13525.0
2016-12-06,83.0,571.0,551.0,562.0,20684.0
2016-12-07,67.0,569.0,560.0,562.0,10172.0
2016-12-08,89.0,565.0,558.0,559.0,12657.0
2016-12-11,80.0,558.0,546.0,546.0,11452.0
2016-12-12,126.0,554.0,532.0,545.0,19426.0
2016-12-14,96.0,551.0,545.0,549.0,13015.0
2016-12-15,70.0,559.0,543.0,554.0,12480.0
2016-12-18,106.0,560.0,550.0,550.0,19441.0
2016-12-19,71.0,551.0,545.0,550.0,15176.0
2016-12-20,83.0,547.0,540.0,541.0,14652.0
2016-12-21,105.0,541.0,526.0,530.0,16916.0
2016-12-22,74.0,536.0,524.0,531.0,10899.0
2016-12-26,102.0,532.0,515.0,517.0,15234.0
2016-12-27,104.0,518.0,498.0,515.0,16852.0
2016-12-28,60.0,524.0,509.0,522.0,7931.0
2016-12-29,112.0,535.0,520.0,520.0,15808.0
2017-01-01,88.0,540.0,525.0,528.0,13281.0
2017-01-02,115.0,554.0,530.0,547.0,20555.0
2017-01-03,94.0,550.0,528.0,536.0,13740.0
2017-01-04,57.0,538.0,528.0,535.0,7547.0
2017-01-05,72.0,540.0,528.0,532.0,15085.0
